Facility Name,City,County,State,ZIP,Latitude,Longitude,Industry Sector,Carcinogen,Stack Air,Water,Underground,On-Site Release Total
TESSENDERLO KERLEY INC.,COFFEYVILLE,MONTGOMERY,KS,67337,37.048587,-95.611253,Chemicals,NO,48910,0,0,76250
GOODYEAR TIRE & RUBBER CO,BEAUMONT,JEFFERSON,TX,77705,29.976111,-94.218333,Chemicals,YES,22669.79,0,0,76096.74
FREEPORT-MCMORAN SIERRITA INC,GREEN VALLEY,PIMA,AZ,85614,31.876444,-111.100472,Metal Mining,NO,0,0,0,76005
WYNNEWOOD REFINING CO,WYNNEWOOD,GARVIN,OK,73098,34.6289,-97.1685,Petroleum,NO,74630,750,0,75630
GULF COAST GROWTH VENTURES LLC,GREGORY,SAN PATRICIO,TX,78359,27.925021,-97.316393,Chemicals,NO,74720.8,720,0,75440.8
MONOSOL-LEBANON PLANT,LEBANON,BOONE,IN,46052,40.03931,-86.48629,Plastics and Rubber,NO,75400,0,0,75400
INEOS NITRILES USA LLC,LIMA,ALLEN,OH,45804,40.71416,-84.13223,Chemicals,NO,0,0,0,75326
MARATHON PETROLEUM CO LP,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,30.06132,-90.59353,Petroleum,NO,68421,6182,0,75297
HECLA LTD LUCKY FRIDAY MINE UNIT,MULLAN,SHOSHONE,ID,83846,47.470047,-115.78342,Metal Mining,YES,0,0,0,75289.09
LYONDELL CHEMICAL CO BAYPORT FACILITY,PASADENA,HARRIS,TX,77507,29.61,-95.05,Chemicals,NO,5946,0,0,75187
WESTLAKE CHEMICALS & VINYLS LLC,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.262255,-91.185837,Chemicals,NO,0,0,0,75000
WILCOX GAS PLANT,HALLETTSVILLE,LAVACA,TX,77964,29.334421,-96.678608,Natural Gas Processing,YES,75000,0,0,75000
ALPEK POLYESTER USA LLC-COLUMBIA SITE,GASTON,CALHOUN,SC,29053,33.866387,-81.012712,Chemicals,YES,49462,0,0,74995
VALERO REFINING - NEW ORLEANS LLC,NORCO,ST. CHARLES PARISH,LA,70079,29.985278,-90.392778,Petroleum,NO,40605,33898,0,74930
WESTLAKE ROYAL BUILDING PRODUCTS INC - PLANT 2,SALISBURY,ROWAN,NC,28147,35.63252,-80.5305,Plastics and Rubber,NO,0,0,0,74639
DAIKIN AMERICA INC,DECATUR,MORGAN,AL,35601,34.630486,-87.039444,Chemicals,NO,44839,0,0,74424
NEVADA GOLD MINES LLC-CORTEZ DISTRICT,CRESCENT VALLEY,LANDER,NV,89821,40.205,-116.6657,Metal Mining,NO,625,0,0,74386
MOSAIC FERTILIZER LLC-BARTOW,BARTOW,POLK,FL,33830,27.906116,-81.916555,Chemicals,NO,74000,308,0,74308
PCS PHOSPHATE CO INC,AURORA,BEAUFORT,NC,27806,35.37745,-76.778816,Chemicals,YES,139.77,0,0,74244.838
LEISURE POOLS & SPAS MANUFACTURING N.A. INC.,NEW BRAUNFELS,COMAL,TX,78132,29.67061,-98.1592,Plastics and Rubber,YES,74241.6,0,0,74241.6
HERMOSA,PATAGONIA,SANTA CRUZ,AZ,85624,31.46502,-110.71947,Metal Mining,NO,0,0,0,74003
RED HILLS GAS PLANT,JAL,LEA,NM,88252,32.210556,-103.523889,Natural Gas Processing,NO,57000,0,0,74000
SIMPLOT PHOSPHATES LLC,ROCK SPRINGS,SWEETWATER,WY,82901,41.53841,-109.12746,Chemicals,NO,0,0,0,73734
EASTMAN PERFORMANCE FILMS LLC - PLANT II,FIELDALE,HENRY,VA,24089,36.7278,-79.95199,Plastics and Rubber,NO,2959,0,0,73542
ADM DECATUR COMPLEX,DECATUR,MACON,IL,625265666,39.863648,-88.883624,Chemicals,NO,2205,0,0,73514
CITGO REFINING & CHEMICALS CO LP-WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.8103,-97.49828,Petroleum,NO,0,73246.167,0,73246.167
CHEVRON PHILLIPS CHEMICAL CO LP,BAYTOWN,HARRIS,TX,77521,29.826,-94.921917,Chemicals,NO,70649,1086,0,73152
CHEMOURS JOHNSONVILLE PLANT,NEW JOHNSONVILLE,HUMPHREYS,TN,37134,36.043056,-87.981667,Chemicals,NO,7,38777,0,73091
WILSONART LLC,FLETCHER,HENDERSON,NC,28732,35.43584,-82.47971,Plastics and Rubber,NO,65628,5,0,72921
DOW CHEMICAL CO FREEPORT FACILITY,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,Chemicals,NO,4,8842,0,72905
HONEYWELL SAFETY PRODUCTS,CLOVER,YORK,SC,29710,35.09756,-81.24049,Plastics and Rubber,YES,68765,0,0,72863
INNOPHOS INC,GEISMAR,ASCENSION PARISH,LA,70734,30.21807,-91.05467,Chemicals,NO,0,0,0,72795
EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,Chemicals,NO,40000,688,0,72688
TRAPPER MINING INC.,CRAIG,MOFFAT,CO,81625,40.449722,-107.565833,Coal Mining,NO,0,122.95,0,72630.95
USIBELLI COAL MINE INC.,HEALY,DENALI BOROUGH,AK,99743,63.905097,-148.971766,Coal Mining,NO,0.19,0,0,72222.19
CITGO PETROLEUM CORP,SULPHUR,CALCASIEU PARISH,LA,70665,30.18149,-93.324051,Petroleum,NO,72120,0,0,72120
ULTRAMAR INC WILMINGTON REFINERY,WILMINGTON,LOS ANGELES,CA,90744,33.7783,-118.2351,Petroleum,NO,72000,24,0,72068
VALERO REFINING - TEXAS L.P. HOUSTON REFINERY,HOUSTON,HARRIS,TX,77012,29.722274,-95.254401,Petroleum,NO,72051,0,0,72051
J R SIMPLOT CO DON SID ING,POCATELLO,POWER,ID,83204,42.9089,-112.5239,Chemicals,NO,0.9,0,0,72043.2
FLORESTONE LLC,MADERA,MADERA,CA,93637,36.99044,-120.10398,Plastics and Rubber,YES,63402,0,0,72000
ALON REFINING KROTZ SPRINGS INC,KROTZ SPRINGS,ST. LANDRY PARISH,LA,70750,30.526504,-91.748383,Petroleum,NO,71858,0,0,71858
WESTLAKE PETROCHEMICALS ETHYLENE,SULPHUR,CALCASIEU PARISH,LA,70665,30.177,-93.357,Chemicals,NO,43335.07,0,0,71712.49
3M CO - MENOMONIE,MENOMONIE,DUNN,WI,54751,44.89752,-91.87993,Plastics and Rubber,NO,0,0,0,71654
THE DOW CHEMICAL CO,MIDLAND,MIDLAND,MI,48667,43.6003,-84.2234,Chemicals,NO,1,120,0,71121
MOSAIC FERTILIZER LLC-NEW WALES PLANT,MULBERRY,POLK,FL,33860,27.834363,-82.049256,Chemicals,NO,0.9,36,0,71036.9
BAKELITE CHEMICALS LLC,TAYLORSVILLE,SMITH,MS,39168,31.839383,-89.460434,Chemicals,NO,69000,0,0,70900
BIG SPRING CARBON BLACK PLANT,BIG SPRING,HOWARD,TX,79720,32.279444,-101.408055,Chemicals,NO,70809,0,0,70809
LYONDELL CHEMICAL CO,CHANNELVIEW,HARRIS,TX,77530,29.816654,-95.107603,Chemicals,NO,54398,0,0,70807
LTA MANUFACTURING LLC,ELKHART,ELKHART,IN,46517,41.65486,-86.01452,Plastics and Rubber,YES,63564,0,0,70627
MISSOURI COBALT,FREDERICKTOWN,MADISON,MO,63645,37.583996,-90.329007,Metal Mining,YES,0,0,0,70624.57
OXY VINYLS LP PASADENA PVC PLANT,PASADENA,HARRIS,TX,77503,29.712018,-95.14674,Chemicals,NO,0,70579,0,70579
FUTAMURA USA INC,TECUMSEH,SHAWNEE,KS,66542,39.05336,-95.557551,Chemicals,NO,51507,0,0,70557
ENTERPRISE PRODUCTS OPERATING LLC,MONT BELVIEU,CHAMBERS,TX,77580,29.857654,-94.910674,Chemicals,NO,69852,0,0,70451
ALTIVIA INSTITUTE FACILITIES,DUNBAR,KANAWHA,WV,25064,38.384705,-81.776181,Chemicals,NO,0,70279,0,70287
CORNERSTONE CHEMICAL CO,WESTWEGO,JEFFERSON PARISH,LA,70094,29.958889,-90.270472,Chemicals,YES,11309,118,0,70279
SUMITOMO ELECTRIC INTERCONNECT PRODUCTS INC,SAN MARCOS,SAN DIEGO,CA,92069,33.144137,-117.182251,Chemicals,NO,0,0,0,70200
INEOS NITRILES USA LLC           GREEN LAKE PLANT,PORT LAVACA,CALHOUN,TX,77979,28.570964,-96.83341,Chemicals,NO,0,0,0,70170
CLIMAX MOLYBDENUM CO-CLIMAX MINE,CLIMAX,LAKE,CO,80429,39.368668,-106.182976,Metal Mining,NO,0,0,0,70000
CLIMAX MOLYBDENUM CO-CLIMAX MINE,CLIMAX,LAKE,CO,80429,39.368668,-106.182976,Metal Mining,YES,0,0,0,70000
DUPONT PONTCHARTRAIN WORKS,LA PLACE,ST. JOHN THE BAPTIST PARISH,LA,70068,30.0589,-90.5241,Chemicals,NO,32375,0,0,69876
CATLETTSBURG REFINING LLC,CATLETTSBURG,BOYD,KY,41129,38.377246,-82.597162,Petroleum,NO,33108,128,0,69716
APMA 9156-GIL EXPLORATION SITE,FAIRBANKS,FAIRBANKS NORTH STAR BORO,AK,99712,64.91909,-147.483,Metal Mining,NO,2,0,0,69588.8
ORION ENGINEERED CARBONS-IVANHOE CARBON BLACK PLANT,FRANKLIN,ST. MARY PARISH,LA,70538,29.775416,-91.734954,Chemicals,NO,69554,0,0,69554
PCI NITROGEN LLC,PASADENA,HARRIS,TX,77506,29.739817,-95.199387,Chemicals,NO,48748,73,0,69330
SABIC INNOVATIVE PLASTICS MT. VERNON LLC,MOUNT VERNON,POSEY,IN,47620,37.9072,-87.9271,Chemicals,NO,0,69227,0,69227
DIAMOND SHAMROCK REFINING CO LP,SUNRAY,MOORE,TX,79086,35.951944,-101.873889,Petroleum,NO,69000,0,0,69000
TICONA POLYMERS INC,BISHOP,NUECES,TX,78343,27.569714,-97.83493,Chemicals,NO,67904,0,0,68980
PHILLIPS 66 PONCA CITY SITE,PONCA CITY,KAY,OK,746017501,36.6821,-97.0895,Petroleum,NO,68942,0,0,68942
LIMETREE BAY TERMINALS LLC DBA OCEAN POINT TERMINALS,CHRISTIANSTED,ST. CROIX ISLAND,VI,820,17.715055,-64.757335,Petroleum Bulk Terminals,NO,68782,0,0,68918
ALON USA-BIG SPRING REFINERY,BIG SPRING,HOWARD,TX,79720,32.269104,-101.417673,Petroleum,NO,65667,0,0,68843
KOCH METHANOL ST. JAMES LLC,SAINT JAMES,ST. JAMES PARISH,LA,70086,29.976695,-90.86974,Chemicals,NO,67388,0,0,68765
PPG INDUSTRIES INC-OAK CREEK,OAK CREEK,MILWAUKEE,WI,53154,42.84874,-87.93297,Chemicals,NO,24396.72,0,0,68551.42
VALERO REFINING CO - TENNESSEE L.L.C.,MEMPHIS,SHELBY,TN,38109,35.085843,-90.083385,Petroleum,NO,68254,0,0,68254
LSB CHEMICAL LLC,CHEROKEE,COLBERT,AL,35616,34.80302,-87.93974,Chemicals,NO,67730,0,0,68229
NEVADA GOLD MINES LLC-CORTEZ DISTRICT,CRESCENT VALLEY,LANDER,NV,89821,40.205,-116.6657,Metal Mining,YES,0,0,0,68158
EUNICE GAS PLANT,EUNICE,LEA,NM,88231,32.424944,-103.14725,Natural Gas Processing,NO,142,0,0,68142
FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.832011,-97.525582,Petroleum,NO,68037,0,0,68037
SOLVAY SPECIALTY POLYMERS USA L.L.C.,AUGUSTA,RICHMOND,GA,30906,33.368108,-82.010626,Chemicals,NO,28866,0,0,67991
INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,ORANGE,TX,77630,30.054167,-93.752208,Chemicals,NO,7800,0,0,67830
DOW CHEMICAL CO FREEPORT FACILITY,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,Chemicals,NO,45350,0,0,67783
CONTITECH USA INC.,AUBURN,DEKALB,IN,46706,41.364498,-85.066491,Plastics and Rubber,NO,67485,0,0,67711
CORNERSTONE CHEMICAL CO,WESTWEGO,JEFFERSON PARISH,LA,70094,29.958889,-90.270472,Chemicals,NO,0.01,0,0,67627.01
ADDIS CARBON BLACK PLANT,ADDIS,WEST BATON ROUGE PARISH,LA,70710,30.3288,-91.2792,Chemicals,NO,67604,0,0,67604
ADDIS CARBON BLACK PLANT,ADDIS,WEST BATON ROUGE PARISH,LA,70710,30.3288,-91.2792,Chemicals,NO,67604,0,0,67604
NOURYON SURFACE CHEMISTRY LLC,MORRIS,GRUNDY,IL,60450,41.408188,-88.336227,Chemicals,NO,50881,42,0,67200
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,20223,21136,0,67163
ADVANSIX INC HOPEWELL PLANT,HOPEWELL,HOPEWELL (CITY),VA,23860,37.3009,-77.2722,Chemicals,NO,3405,63678,0,67083
SASOL CHEMICALS (USA) LLC-LAKE CHARLES CHEMICAL COMPLEX,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2588,-93.2937,Chemicals,NO,64428,376,0,67063
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,PASCAGOULA,JACKSON,MS,39581,30.343733,-88.4938,Petroleum,NO,45000,8,0,67008
JERRITT CANYON MINE,ELKO,ELKO,NV,89801,41.408933,-115.904286,Metal Mining,NO,0,0,0,67001
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,629,0,0,66971
SASOL CHEMICALS (USA) LLC-LAKE CHARLES CHEMICAL COMPLEX,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2588,-93.2937,Chemicals,NO,62037,0,0,66858
BAYER CROPSCIENCE LP,LULING,ST. CHARLES PARISH,LA,70070,29.92444,-90.352217,Chemicals,NO,4900,0,0,66800
WYNNEWOOD REFINING CO,WYNNEWOOD,GARVIN,OK,73098,34.6289,-97.1685,Petroleum,NO,19112,5,0,66486.84
JACUZZI LUXURY BATH,VALDOSTA,LOWNDES,GA,31601,30.80013,-83.2779,Plastics and Rubber,YES,66277,0,0,66277
EASTMAN CHEMICAL CO TEXAS OPERATIONS,LONGVIEW,HARRISON,TX,75602,32.438056,-94.69,Chemicals,NO,64462,0,0,65885
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,65644,0,0,65783
CALUMET SHREVEPORT REFINING LLC,SHREVEPORT,CADDO PARISH,LA,71109,32.470833,-93.790833,Petroleum,NO,65084.4,12.5,0,65708.9
AMERICAS STYRENICS LLC,SAINT JAMES,ST. JAMES PARISH,LA,70086,30.08013,-90.916,Chemicals,YES,63480,0,0,65658
TORRANCE REFINING CO LLC,TORRANCE,LOS ANGELES,CA,90504,33.85828,-118.3369,Petroleum,NO,65000,0,0,65490
PHILLIPS 66 PONCA CITY SITE,PONCA CITY,KAY,OK,746017501,36.6821,-97.0895,Petroleum,NO,59356,0,0,65445
MOTIVA - PORT ARTHUR CHEMICALS,PORT ARTHUR,JEFFERSON,TX,77640,29.892778,-93.973333,Chemicals,NO,43920,0,0,65170
CHEVRON PHILLIPS CHEMICAL CO LP,BAYTOWN,HARRIS,TX,77521,29.826,-94.921917,Chemicals,YES,63543,0,0,64738
ISP CHEMICALS LLC,CALVERT CITY,MARSHALL,KY,42029,37.047737,-88.35866,Chemicals,NO,61386,2136,0,64534
TRONOX LLC,HAMILTON,MONROE,MS,39746,33.730556,-88.4525,Chemicals,NO,5.5,0,0,64105.5
INVISTA HOUSTON,HOUSTON,HARRIS,TX,77017,29.706248,-95.251079,Chemicals,NO,63000,0,0,64100
MARIGOLD MINING CO,VALMY,HUMBOLDT,NV,89438,40.779795,-117.139904,Metal Mining,NO,16.3,0,0,64018.7
CHEVRON PRODUCTS CO. DIV OF CHEVRON USA INC.,EL SEGUNDO,LOS ANGELES,CA,90245,33.9082,-118.4085,Petroleum,NO,64000,14,0,64014
SAMPSON FIBERGLASS INC.,MISHAWAKA,ST JOSEPH,IN,46545,41.68311,-86.14824,Plastics and Rubber,YES,47945,0,0,63926
AK INDUSTRIES INC,PLYMOUTH,MARSHALL,IN,46563,41.35193,-86.33478,Plastics and Rubber,YES,56880.05,0,0,63910.17
BELDING TANK TECHNOLOGIES,BELDING,IONIA,MI,48809,43.10004,-85.21301,Plastics and Rubber,YES,62541,0,0,63688
CHEMOURS DELISLE PLANT,PASS CHRISTIAN,HARRISON,MS,39571,30.389186,-89.308892,Chemicals,NO,3,16,0,63649
ST CHARLES OPERATIONS (TAFT/STAR) UNION CARBIDE CORP,HAHNVILLE,ST. CHARLES PARISH,LA,70057,29.9829,-90.4437,Chemicals,NO,0,63509,0,63509
PCS PHOSPHATE CO INC,AURORA,BEAUFORT,NC,27806,35.37745,-76.778816,Chemicals,NO,75,0,0,63460.52
COVORO MINING SOLUTIONS LLC,MEMPHIS,SHELBY,TN,38127,35.27213,-89.97894,Chemicals,NO,60000,0,0,63400
SHINTECH PLAQUEMINE PLANT,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.2594,-91.1737,Chemicals,NO,56625.28,335.9,0,63061.22
MOSAIC FERTILIZER LLC-RIVERVIEW,RIVERVIEW,HILLSBOROUGH,FL,33578,27.864473,-82.385841,Chemicals,NO,63000,0,0,63000
FREEPORT-MCMORAN BAGDAD INC,BAGDAD,YAVAPAI,AZ,86321,34.56849,-113.17552,Metal Mining,YES,0,0,0,63000
ARCOSA MARINE PRODUCTS INC PLT 1245,PADUCAH,MCCRACKEN,KY,42003,37.018667,-88.494917,Plastics and Rubber,YES,62720.3,0,0,62925.3
POLYNT COMPOSITES USA INC.,SANDUSKY,ERIE,OH,44870,41.45214,-82.68961,Chemicals,YES,2985,0,0,62802
POGO MINE,DELTA JUNCTION,SOUTHEAST FAIRBANKS CENSU,AK,99737,64.449722,-144.939623,Metal Mining,YES,0.97,0.49,0,62692.35
DIAMOND SHAMROCK REFINING CO LP,SUNRAY,MOORE,TX,79086,35.951944,-101.873889,Petroleum,YES,2000,0.2,0,62500.3
DOW SABINE RIVER OPERATIONS,ORANGE,ORANGE,TX,77630,30.054796,-93.753863,Chemicals,NO,58069,0,0,62475
HAYSITE REINFORCED PLASTICS LLC,ERIE,ERIE,PA,16509,42.08408,-80.05502,Plastics and Rubber,YES,391,0,0,62391
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.495769,-91.173111,Chemicals,NO,29000,70,0,62070
WESTLAKE CHEMICALS & VINYLS LLC,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.262255,-91.185837,Chemicals,NO,0,62012,0,62012
SHPP US LLC,SELKIRK,ALBANY,NY,12158,42.575416,-73.853563,Chemicals,NO,24000,3,0,62003.5
EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,HARRIS,TX,775202099,29.739444,-95.006944,Petroleum,NO,40000,0,0,62000
MARATHON MANDAN REFINERY,MANDAN,MORTON,ND,58554,46.8441,-100.8855,Petroleum,NO,29000,0,0,62000
HUMPHREY NO 7,MAIDSVILLE,MONONGALIA,WV,26541,39.677779,-79.984696,Coal Mining,NO,0,0,0,61984
BULK MOLDING COMPOUNDS INC,PERRYSBURG,WOOD,OH,43551,41.5463,-83.64184,Chemicals,YES,61940,0,0,61940
BASF CORP,GEISMAR,ASCENSION PARISH,LA,70734,30.1979,-91.0035,Chemicals,NO,0,61900,0,61900
HF SINCLAIR PUGET SOUND REFINING LLC,ANACORTES,SKAGIT,WA,98221,48.472836,-122.560194,Petroleum,NO,61749,0,0,61754
MARATHON PETROLEUM CO LP,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,30.06132,-90.59353,Petroleum,NO,61498.59,0,0,61498.59
EQUISTAR CHEMICALS LP,CORPUS CHRISTI,NUECES,TX,78410,27.81,-97.593611,Chemicals,NO,34464.57,0,0,61409.72
PHILLIPS 66 RODEO RENEWABLE ENERGY COMPLEX,RODEO,CONTRA COSTA,CA,94572,38.0436,-122.2532,Petroleum,NO,61348,0,0,61348
"ALTIVIA PETROCHEMICALS, LLC",HAVERHILL,SCIOTO,OH,45636,38.59167,-82.81944,Chemicals,NO,27626,25,0,61180
NEVADA GOLD MINES LLC - TURQUOISE RIDGE,GOLCONDA,HUMBOLDT,NV,89414,41.216,-117.212,Metal Mining,YES,1,0,0,61114
SMOKY VALLEY COMMON OPERATION,ROUND MOUNTAIN,NYE,NV,89045,38.716408,-117.101879,Metal Mining,NO,6,0,0,61009
COEUR ALASKA INC KENSINGTON GOLD PROJECT,JUNEAU,JUNEAU CITY AND BOROUGH,AK,99801,58.86749,-135.104756,Metal Mining,NO,3,6,0,61009
NEVADA GOLD MINES LLC - GOLDSTRIKE MINES INC,CARLIN,ELKO,NV,89822,40.974445,-116.349998,Metal Mining,NO,22,0,0,61002
CHINO MINES CO MINE CONCENTRATOR-SXEW PLANTS,VANADIUM,GRANT,NM,88023,32.791667,-108.067222,Metal Mining,YES,0,0,0,61000
CHINO MINES CO MINE CONCENTRATOR-SXEW PLANTS,VANADIUM,GRANT,NM,88023,32.791667,-108.067222,Metal Mining,YES,0,0,0,61000
KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT,BINGHAM CANYON,SALT LAKE,UT,84006,40.516666,-112.150002,Metal Mining,NO,5,500,0,60923.94
BLANCHARD REFINING CO LLC,TEXAS CITY,GALVESTON,TX,77590,29.374444,-94.925,Petroleum,NO,52000,0,0,60900
OCCIDENTAL CHEMICAL CORP,GREGORY,SAN PATRICIO,TX,78359,27.883611,-97.241383,Chemicals,NO,49835,0,0,60897
INEOS NITRILES USA LLC           GREEN LAKE PLANT,PORT LAVACA,CALHOUN,TX,77979,28.570964,-96.83341,Chemicals,YES,0,0,0,60796
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,49537,2,0,60595
VISKASE COS INC,OSCEOLA,MISSISSIPPI,AR,72370,35.652289,-89.939752,Plastics and Rubber,NO,26024,23081,0,60559
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,YES,389,168,0,60414
INEOS NITRILES USA LLC,LIMA,ALLEN,OH,45804,40.71416,-84.13223,Chemicals,NO,60227,0,0,60408
NEVADA GOLD MINES LLC - CARLIN SOUTH AREA,CARLIN,EUREKA,NV,89822,40.7813,-116.1858,Metal Mining,YES,7,0,0,60306
STILLWATER MINING CO EAST BOULDER MINE,BIG TIMBER,SWEET GRASS,MT,59011,45.724998,-109.891998,Metal Mining,NO,0,0,0,60077
COEUR ALASKA INC KENSINGTON GOLD PROJECT,JUNEAU,JUNEAU CITY AND BOROUGH,AK,99801,58.86749,-135.104756,Metal Mining,NO,0,0,0,60000
CELANESE ACETATE LLC - CELCO PLANT,NARROWS,GILES,VA,24124,37.3451,-80.76293,Chemicals,NO,0,59984.63,0,59984.63
P4 PRODUCTION LLC,SODA SPRINGS,CARIBOU,ID,83276,42.687031,-111.5878,Chemicals,NO,191,24.36,0,59944.78
INDUSTRIAL LAMINATES/NORPLEX INC,POSTVILLE,ALLAMAKEE,IA,52162,43.09011,-91.5549,Plastics and Rubber,NO,17691,0,0,59800
THE DOW CHEMICAL CO - LOUISIANA OPERATIONS,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.320903,-91.239015,Chemicals,NO,79,0,0,59728
FLINT HILLS RESOURCES PINE BEND LLC,ROSEMOUNT,DAKOTA,MN,55068,44.764434,-93.039484,Petroleum,NO,59598,0,0,59686
ADVANSIX RESINS & CHEMICALS LLC,PHILADELPHIA,PHILADELPHIA,PA,19137,40.008039,-75.070917,Chemicals,YES,49038,0,0,59623
PREMCOR REFINING GROUP INC PORT ARTHUR,PORT ARTHUR,JEFFERSON,TX,77640,29.868333,-93.968333,Petroleum,NO,59619,0,0,59619
STATERA FIBERGLASS LLC - AUMSVILLE PLANT,AUMSVILLE,MARION,OR,97325,44.825797,-122.860988,Plastics and Rubber,YES,57528,0,0,59528
SABIC INNOVATIVE PLASTICS MT. VERNON LLC,MOUNT VERNON,POSEY,IN,47620,37.9072,-87.9271,Chemicals,NO,4200,6900,0,59100
PRECISION FIBERGLASS PRODUCTS LTD.,GROVE CITY,MEEKER,MN,56243,45.1526,-94.6801,Plastics and Rubber,YES,47257,0,0,59071
FORT KNOX MINE,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,99712,64.99953,-147.358107,Metal Mining,NO,0,0,0,59000
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.495769,-91.173111,Chemicals,NO,37000,0,0,59000
INEOS NITRILES USA LLC,LIMA,ALLEN,OH,45804,40.71416,-84.13223,Chemicals,YES,0,0,0,58713
LIMETREE BAY TERMINALS LLC DBA OCEAN POINT TERMINALS,CHRISTIANSTED,ST. CROIX ISLAND,VI,820,17.715055,-64.757335,Petroleum Bulk Terminals,NO,58036,0,0,58673.3
BASF CORP - FREEPORT SITE,FREEPORT,BRAZORIA,TX,77541,29.002075,-95.399777,Chemicals,NO,415.6,57709,0,58659.3
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,775110000,29.231225,-95.196088,Chemicals,NO,1574,0,0,58627
TEIJIN AUTOMOTIVE TECHNOLOGIES TEXAS,SEGUIN,GUADALUPE,TX,78155,29.591384,-97.978377,Plastics and Rubber,YES,8977,0,0,58582
DARAMIC LLC,OWENSBORO,DAVIESS,KY,42303,37.810556,-87.049722,Plastics and Rubber,NO,21319.72,0,0,58565.23
SABIC INNOVATIVE PLASTICS US LLC,OTTAWA,LASALLE,IL,61350,41.334533,-88.755775,Chemicals,YES,45300,1,0,58344
NEVADA GOLD MINES LLC - GOLDSTRIKE MINES INC,CARLIN,ELKO,NV,89822,40.974445,-116.349998,Metal Mining,YES,3,0,0,58293
FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.832011,-97.525582,Petroleum,NO,23680,21,0,58256
FREEPORT-MCMORAN BAGDAD INC,BAGDAD,YAVAPAI,AZ,86321,34.56849,-113.17552,Metal Mining,NO,0,0,0,58250
EAST DUBUQUE NITROGEN FERTILIZERS LLC,EAST DUBUQUE,JO DAVIESS,IL,61025,42.44311,-90.55686,Chemicals,NO,58247,0,0,58247
NEVADA GOLD MINES LLC-CORTEZ DISTRICT,CRESCENT VALLEY,LANDER,NV,89821,40.205,-116.6657,Metal Mining,NO,0,0,0,58221
ADVANSIX RESINS & CHEMICALS LLC,PHILADELPHIA,PHILADELPHIA,PA,19137,40.008039,-75.070917,Chemicals,NO,11165,0,0,58205
MATERION NATURAL RESOURCES INC MILL,DELTA,MILLARD,UT,84624,39.46657,-112.438488,Metal Mining,NO,1,0,0,58001
EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,Chemicals,NO,58000,0,0,58000
EXXONMOBIL OIL BEAUMONT REFINERY (PART),BEAUMONT,JEFFERSON,TX,77701,30.065833,-94.071388,Petroleum,NO,22000,0,0,58000
FLINT HILLS RESOURCES PINE BEND LLC,ROSEMOUNT,DAKOTA,MN,55068,44.764434,-93.039484,Petroleum,NO,50746,0,0,57447
INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,VICTORIA,TX,77905,28.673056,-96.953611,Chemicals,NO,0,0,0,57322
